Timestamp,Weight(kg),FilledLevel(%),AirQuality,RemainingFill(%),TimeDiff,FillRate(%)_per_second,EstimatedTimeToFull(s),EstimatedTimeToFull(days)
2024-09-01 06:00:00,0.6327303516032949,3,1,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-01 06:30:00,0.0,0,0,100,0 days 00:30:00,0.0,,
2024-09-01 07:00:00,0.6352826837715279,3,6,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-01 07:30:00,1.1710419941389028,6,5,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-01 08:00:00,2.2966544181203115,9,5,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-01 08:30:00,3.1697878348618174,12,8,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-01 09:00:00,4.187970214573989,15,9,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-01 09:30:00,5.136993964137097,18,8,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-01 10:00:00,5.496143932383046,21,3,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-01 10:30:00,6.817634014035589,24,4,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-01 11:00:00,7.4851290880662535,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-01 11:30:00,8.06585416872183,30,5,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-01 12:00:00,8.88999574400195,33,1,67,0 days 00:30:00,0.0183333333333333,3654.545454545456,0.0422979797979798
2024-09-01 12:30:00,9.85520702570749,36,2,64,0 days 00:30:00,0.02,3200.0,0.037037037037037
2024-09-01 13:00:00,10.999068792313107,39,9,61,0 days 00:30:00,0.0216666666666666,2815.3846153846152,0.03258547008547
2024-09-01 13:30:00,12.22043267370806,42,8,58,0 days 00:30:00,0.0233333333333333,2485.714285714286,0.0287698412698412
2024-09-01 14:00:00,12.714128591293095,45,2,55,0 days 00:30:00,0.025,2200.0,0.0254629629629629
2024-09-01 14:30:00,13.480935789055584,48,8,52,0 days 00:30:00,0.0266666666666666,1950.0,0.0225694444444444
2024-09-01 15:00:00,14.237567173398611,51,5,49,0 days 00:30:00,0.0283333333333333,1729.4117647058824,0.020016339869281
2024-09-01 15:30:00,14.914107277963229,54,7,46,0 days 00:30:00,0.03,1533.3333333333337,0.0177469135802469
2024-09-01 16:00:00,15.620848681474733,57,2,43,0 days 00:30:00,0.0316666666666666,1357.8947368421052,0.0157163742690058
2024-09-01 16:30:00,15.967435095197969,60,1,40,0 days 00:30:00,0.0333333333333333,1200.0,0.0138888888888888
2024-09-01 17:00:00,17.091337547143297,63,2,37,0 days 00:30:00,0.035,1057.142857142857,0.0122354497354497
2024-09-01 17:30:00,17.731695897260547,66,8,34,0 days 00:30:00,0.0366666666666666,927.2727272727273,0.0107323232323232
2024-09-01 18:00:00,0.0,0,2,100,0 days 00:30:00,0.0,,
2024-09-01 18:30:00,0.7033189435755337,3,8,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-01 19:00:00,1.3187214951522024,6,7,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-01 19:30:00,2.305859327085777,9,7,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-01 20:00:00,3.2118977671591113,12,9,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-01 20:30:00,4.305772241083567,15,5,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-01 21:00:00,4.9202376248512,18,5,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-01 21:30:00,5.294350260112014,21,2,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-01 22:00:00,5.984832917569198,24,3,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-01 22:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-01 23:00:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-01 23:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 00:00:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 00:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 01:00:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 01:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 02:00:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 02:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 03:00:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 03:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 04:00:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 04:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 05:00:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 05:30:00,6.357933239439858,27,8,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 06:00:00,6.703290242341161,30,9,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-02 06:30:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-02 07:00:00,1.2996560327935658,3,1,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-02 07:30:00,2.5812694881395153,6,7,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-02 08:00:00,3.8195057690751373,9,6,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-02 08:30:00,4.297811107550533,12,1,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-02 09:00:00,4.654926996732397,15,7,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-02 09:30:00,5.621600003053237,18,2,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-02 10:00:00,6.003338925805891,21,3,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-02 10:30:00,6.939217787846725,24,4,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-02 11:00:00,7.584214046992066,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 11:30:00,8.542308042153293,30,1,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-02 12:00:00,9.384349520710716,33,9,67,0 days 00:30:00,0.0183333333333333,3654.545454545456,0.0422979797979798
2024-09-02 12:30:00,10.544988116534347,36,2,64,0 days 00:30:00,0.02,3200.0,0.037037037037037
2024-09-02 13:00:00,10.968545445006665,39,8,61,0 days 00:30:00,0.0216666666666666,2815.3846153846152,0.03258547008547
2024-09-02 13:30:00,11.32754081354422,42,1,58,0 days 00:30:00,0.0233333333333333,2485.714285714286,0.0287698412698412
2024-09-02 14:00:00,11.946487236593358,45,4,55,0 days 00:30:00,0.025,2200.0,0.0254629629629629
2024-09-02 14:30:00,12.490703668448521,48,1,52,0 days 00:30:00,0.0266666666666666,1950.0,0.0225694444444444
2024-09-02 15:00:00,13.463228239154347,51,7,49,0 days 00:30:00,0.0283333333333333,1729.4117647058824,0.020016339869281
2024-09-02 15:30:00,14.069073698761237,54,5,46,0 days 00:30:00,0.03,1533.3333333333337,0.0177469135802469
2024-09-02 16:00:00,14.906675628473115,57,5,43,0 days 00:30:00,0.0316666666666666,1357.8947368421052,0.0157163742690058
2024-09-02 16:30:00,15.630335804768619,60,8,40,0 days 00:30:00,0.0333333333333333,1200.0,0.0138888888888888
2024-09-02 17:00:00,16.710257466073287,63,2,37,0 days 00:30:00,0.035,1057.142857142857,0.0122354497354497
2024-09-02 17:30:00,17.908718453222235,66,7,34,0 days 00:30:00,0.0366666666666666,927.2727272727273,0.0107323232323232
2024-09-02 18:00:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-02 18:30:00,1.0234023348022412,3,4,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-02 19:00:00,1.6165134171445814,6,6,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-02 19:30:00,2.6449016483867567,9,8,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-02 20:00:00,3.744620448869973,12,6,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-02 20:30:00,4.140320174449816,15,7,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-02 21:00:00,4.998594175537513,18,9,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-02 21:30:00,6.237483435987363,21,3,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-02 22:00:00,7.149198752337632,24,8,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-02 22:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 23:00:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-02 23:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 00:00:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 00:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 01:00:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 01:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 02:00:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 02:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 03:00:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 03:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 04:00:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 04:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 05:00:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 05:30:00,8.474544435210317,27,2,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 06:00:00,9.02703715863958,30,2,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
2024-09-03 06:30:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-03 07:00:00,0.9194288025637204,3,9,97,0 days 00:30:00,0.0016666666666666,58199.99999999999,0.673611111111111
2024-09-03 07:30:00,1.433160154063731,6,2,94,0 days 00:30:00,0.0033333333333333,28200.0,0.3263888888888889
2024-09-03 08:00:00,2.273407954968202,9,6,91,0 days 00:30:00,0.005,18200.0,0.2106481481481481
2024-09-03 08:30:00,2.850315431557112,12,7,88,0 days 00:30:00,0.0066666666666666,13200.0,0.1527777777777778
2024-09-03 09:00:00,3.4627226057874334,15,6,85,0 days 00:30:00,0.0083333333333333,10200.0,0.1180555555555555
2024-09-03 09:30:00,4.591317896187667,18,4,82,0 days 00:30:00,0.01,8200.0,0.0949074074074074
2024-09-03 10:00:00,5.364201834205117,21,4,79,0 days 00:30:00,0.0116666666666666,6771.428571428572,0.0783730158730158
2024-09-03 10:30:00,6.258185547353905,24,6,76,0 days 00:30:00,0.0133333333333333,5700.0,0.0659722222222222
2024-09-03 11:00:00,7.083649031357921,27,5,73,0 days 00:30:00,0.015,4866.666666666667,0.0563271604938271
2024-09-03 11:30:00,7.685110812764452,30,7,70,0 days 00:30:00,0.0166666666666666,4200.0,0.0486111111111111
